contig	sample_id	bstart	bend	bID	bdunno	bOrientation	entryix	exitix	seg_len	rel_end	rel_start	hap_struc	hap_struc_d	hap_block_start	rel_start2	rel_end2
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	229724	257258	2	172	1	170	15	27534	250890	223356	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	229624	257158
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	258224	270352	5	78	0	5	77	12128	263018	250890	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	258124	270252
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	270296	273040	6	24	0	0	21	2744	265762	263018	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	270196	272940
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	273418	303916	2	172	0	0	167	30498	296260	265762	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	273318	303816
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	306508	318054	4	96	1	58	4	11546	307806	296260	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	306408	317954
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	319121	322416	7	17	1	16	0	3295	311101	307806	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	319021	322316
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	323878	351404	2	172	1	170	15	27526	338627	311101	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	323778	351304
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	352370	364498	5	78	0	5	77	12128	350755	338627	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	352270	364398
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	364442	367186	6	24	0	0	21	2744	353499	350755	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	364342	367086
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	367563	398781	2	172	0	0	171	31218	384717	353499	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	367463	398681
AV_HG00673#haplotype1#0000019:16627360-17129375	AV_HG00673	398725	501943	1	612	0	0	611	103218	487935	384717	0-3-7-4-8-5-6-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	398625	501843
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	99	115506	0	671	0	0	670	115407	115407	0	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	0	115407
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	115597	138429	3	132	0	0	131	22832	138239	115407	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	115498	138330
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	139188	142104	7	17	0	0	14	2916	141155	138239	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	139089	142005
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	143274	161481	4	96	0	1	95	18207	159362	141155	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	143175	161382
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	161425	163195	8	8	0	0	7	1770	161132	159362	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	161326	163096
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	163139	176243	5	78	0	0	77	13104	174236	161132	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	163040	176144
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	176187	178931	6	24	0	0	21	2744	176980	174236	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	176088	178832
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	179290	210503	2	172	0	0	171	31213	208193	176980	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	179191	210404
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	211580	214496	7	17	0	0	14	2916	211109	208193	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	211481	214397
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	215938	227482	4	96	0	4	58	11544	222653	211109	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	215839	227383
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	229348	260563	2	172	1	171	0	31215	253868	222653	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	229249	260464
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	260922	263666	6	24	1	21	0	2744	256612	253868	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	260823	263567
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	263610	276265	5	78	1	77	3	12655	269267	256612	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	263511	276166
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	276704	304609	2	172	0	15	171	27905	297172	269267	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	276605	304510
AV_HG00673#haplotype2#0001165:24014011-24421797	AV_HG00673	304553	407714	1	612	0	0	611	103161	400333	297172	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	99	304454	407615
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	100	115440	0	671	0	0	670	115340	115340	0	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	0	115340
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	115531	138368	3	132	0	0	131	22837	138177	115340	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	115431	138268
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	139127	142423	7	17	0	0	16	3296	141473	138177	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	139027	142323
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	143217	161429	4	96	0	1	95	18212	159685	141473	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	143117	161329
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	161373	163143	8	8	0	0	7	1770	161455	159685	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	161273	163043
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	163087	176191	5	78	0	0	77	13104	174559	161455	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	162987	176091
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	176135	178879	6	24	0	0	21	2744	177303	174559	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	176035	178779
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	179237	210069	2	172	0	0	170	30832	208135	177303	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	179137	209969
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	212320	224133	4	96	1	58	1	11813	219948	208135	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	212220	224033
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	224927	228223	7	17	1	16	0	3296	223244	219948	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	224827	228123
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	229685	260521	2	172	1	170	0	30836	254080	223244	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	229585	260421
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	260879	263623	6	24	1	21	0	2744	256824	254080	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	260779	263523
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	263567	275695	5	78	1	77	5	12128	268952	256824	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	263467	275595
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	276661	303850	2	172	0	15	167	27189	296141	268952	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	276561	303750
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	306442	317989	4	96	1	58	4	11547	307688	296141	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	306342	317889
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	319056	322351	7	17	1	16	0	3295	310983	307688	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	318956	322251
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	323813	351337	2	172	1	170	15	27524	338507	310983	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	323713	351237
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	352784	363991	5	78	0	8	76	11207	349714	338507	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	352684	363891
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	364598	367125	6	24	0	1	21	2527	352241	349714	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	364498	367025
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	367483	397972	2	172	0	0	167	30489	382730	352241	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	367383	397872
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	400564	412110	4	96	1	58	4	11546	394276	382730	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	400464	412010
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	413179	416474	7	17	1	16	0	3295	397571	394276	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	413079	416374
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	417936	445462	2	172	1	170	15	27526	425097	397571	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	417836	445362
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	446909	458116	5	78	0	8	76	11207	436304	425097	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	446809	458016
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	458723	461250	6	24	0	1	21	2527	438831	436304	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	458623	461150
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	461608	492828	2	172	0	0	171	31220	470051	438831	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	461508	492728
AV_HG01106#haplotype1#0000048:16666181-17262214	AV_HG01106	492772	595763	1	612	0	0	610	102991	573042	470051	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	492672	595663
AV_HG01106#haplotype2#0000932:16673968-17175925	AV_HG01106	100	115459	0	671	0	0	670	115359	115359	0	0-3-7-4-8-5-6-2-7-4-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	0	115359
AV_HG01106#haplotype2#0000932:16673968-17175925	AV_HG01106	115550	138384	3	132	0	0	131	22834	138193	115359	0-3-7-4-8-5-6-2-7-4-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	115450	138284
AV_HG01106#haplotype2#0000932:16673968-17175925	AV_HG01106	139143	142439	7	17	0	0	16	3296	141489	138193	0-3-7-4-8-5-6-2-7-4-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	139043	142339
AV_HG01106#haplotype2#0000932:16673968-17175925	AV_HG01106	142887	161442	4	96	0	0	95	18555	160044	141489	0-3-7-4-8-5-6-2-7-4-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	142787	161342
AV_HG01106#haplotype2#0000932:16673968-17175925	AV_HG01106	161386	163156	8	8	0	0	7	1770	161814	160044	0-3-7-4-8-5-6-2-7-4-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	161286	163056
AV_HG01106#haplotype2#0000932:16673968-17175925	AV_HG01106	163100	176204	5	78	0	0	77	13104	174918	161814	0-3-7-4-8-5-6-2-7-4-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	100	163000	176104
